Document_No,Line_No,Item Code,Description,Quantity (Clean),Unit_Price,Line_Discount_Percent,Line_Amount,Net_Amount_Excl_VAT,Posting_Date,Total_Amount_Excl_VAT,Total_VAT_Amount,Total_Amount_Incl_VAT,GST (%),Exchange rate,Sales_Channel,Returns_Refunds,Promo_Flag,Customer_ID
DOC001972,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,27.68,12,83.04,73.08,2024-07-29,73.08,5.12,78.2,7%,1.0,Shopee,0,Y,CUST0063
DOC001973,1,CAM-A-H-135G,Honey Almonds,4,4.99,7,19.96,18.56,2024-10-05,18.56,1.3,19.86,7%,1.0,Lazada,1,N,CUST0066
DOC001974,1,CAM-C-H-135G,Honey Cashews,6,5.5,5,33.0,31.35,2023-08-10,31.35,2.19,33.54,7%,1.0,Lazada,0,N,CUST0174
DOC001975,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,29.53,2,88.59,86.82,2023-02-22,86.82,6.08,92.9,7%,1.0,Shopify,0,N,CUST0107
DOC001976,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,6,24.46,14,146.76,126.21,2024-01-10,126.21,8.83,135.04,7%,1.0,Shopee,0,Y,CUST0064
DOC001977,1,CAM-C-H-135G,Honey Cashews,1,4.79,14,4.79,4.12,2024-01-24,4.12,0.29,4.41,7%,1.0,Shopee,0,Y,CUST0064
DOC001978,1,CAM-C-S-135G,Satay Cashews,6,4.99,15,29.94,25.45,2023-08-02,25.45,1.78,27.23,7%,1.0,Shopee,0,Y,CUST0191
DOC001979,1,CAM-MN-CM-135G,Natural Cocktail Mix,4,5.03,12,20.12,17.71,2023-12-12,17.71,1.24,18.95,7%,1.0,Shopee,0,Y,CUST0120
DOC001980,1,CAM-C-R-135G,Roasted Cashews,4,5.32,5,21.28,20.22,2023-02-22,20.22,1.42,21.64,7%,1.0,Shopify,0,N,CUST0151
DOC001981,1,CAM-C-NB-135G,Natural Baked Cashews,2,4.84,2,9.68,9.49,2024-08-27,9.49,0.66,10.15,7%,1.0,Shopify,0,N,CUST0128
DOC001982,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,4.96,1,9.92,9.82,2024-12-07,9.82,0.69,10.51,7%,1.0,Shopify,0,N,CUST0119
DOC001983,1,CAM-C-R-135G,Roasted Cashews,3,4.62,8,13.86,12.75,2023-01-01,12.75,0.89,13.64,7%,1.0,Lazada,0,N,CUST0104
DOC001984,1,CAM-A-H-135G,Honey Almonds,2,4.78,10,9.56,8.6,2023-09-24,8.6,0.6,9.2,7%,1.0,Shopee,0,Y,CUST0112
DOC001985,1,CAM-A-H-135G,Honey Almonds,4,4.97,15,19.88,16.9,2023-11-13,16.9,1.18,18.08,7%,1.0,Shopee,0,Y,CUST0095
DOC001986,1,CAM-C-S-1KG,Satay Cashews 1kg,2,27.25,7,54.5,50.69,2023-04-09,50.69,3.55,54.24,7%,1.0,Lazada,0,N,CUST0193
DOC001987,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,4,4.95,10,19.8,17.82,2024-12-21,17.82,1.25,19.07,7%,1.0,Shopee,0,Y,CUST0105
DOC001988,1,CAM-A-H-36G,Honey Almonds Mini 36g,4,1.51,15,6.04,5.13,2023-06-03,5.13,0.36,5.49,7%,1.0,Shopee,1,Y,CUST0158
DOC001989,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,6,25.3,10,151.8,136.62,2024-07-13,136.62,9.56,146.18,7%,1.0,Lazada,0,Y,CUST0060
DOC001990,1,CAM-C-R-1KG,Roasted Cashews 1kg,1,25.01,13,25.01,21.76,2023-11-01,21.76,1.52,23.28,7%,1.0,Shopee,1,Y,CUST0038
DOC001991,1,CAM-A-H-135G,Honey Almonds,6,5.19,1,31.14,30.83,2024-04-29,30.83,2.16,32.99,7%,1.0,Shopify,0,N,CUST0170
DOC001992,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.39,14,2.78,2.39,2023-02-10,2.39,0.17,2.56,7%,1.0,Shopee,0,Y,CUST0055
DOC001993,1,CAM-C-S-1KG,Satay Cashews 1kg,3,25.35,15,76.05,64.64,2023-08-25,64.64,4.52,69.16,7%,1.0,Shopee,0,Y,CUST0138
DOC001994,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,1,5.29,5,5.29,5.03,2024-04-03,5.03,0.35,5.38,7%,1.0,Lazada,0,N,CUST0014
DOC001995,1,CAM-C-R-1KG,Roasted Cashews 1kg,5,29.31,10,146.55,131.9,2023-04-24,131.9,9.23,141.13,7%,1.0,Shopee,0,Y,CUST0042
DOC001996,1,CAM-MN-FM-135G,Fancy Mixed Nuts,1,5.77,9,5.77,5.25,2023-11-15,5.25,0.37,5.62,7%,1.0,Shopify,0,N,CUST0161
DOC001997,1,CAM-C-NB-135G,Natural Baked Cashews,2,5.3,13,10.6,9.22,2024-12-24,9.22,0.65,9.87,7%,1.0,Shopee,0,Y,CUST0021
DOC001998,1,CAM-P-B-400G,Baked Pistachios 400g,3,9.5,10,28.5,25.65,2024-02-17,25.65,1.8,27.45,7%,1.0,Shopee,0,Y,CUST0190
DOC001999,1,CAM-BG&-WP-135G,Green Peas Wasabi,2,2.2,10,4.4,3.96,2023-02-18,3.96,0.28,4.24,7%,1.0,Shopify,0,Y,CUST0100
DOC002000,1,CAM-BG&-WP-135G,Green Peas Wasabi,3,2.06,7,6.18,5.75,2023-01-21,5.75,0.4,6.15,7%,1.0,Lazada,0,N,CUST0037
DOC002001,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.18,9,50.36,45.83,2023-10-14,45.83,3.21,49.04,7%,1.0,Lazada,0,N,CUST0162
DOC002002,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.05,14,10.1,8.69,2024-12-06,8.69,0.61,9.3,7%,1.0,Shopee,1,Y,CUST0186
DOC002003,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,6,5.14,11,30.84,27.45,2024-12-13,27.45,1.92,29.37,7%,1.0,Shopee,0,Y,CUST0160
DOC002004,1,CAM-A-H-135G,Honey Almonds,6,5.08,11,30.48,27.13,2023-06-04,27.13,1.9,29.03,7%,1.0,Shopee,0,Y,CUST0003
DOC002005,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,4,4.83,5,19.32,18.35,2023-12-28,18.35,1.28,19.63,7%,1.0,Shopify,0,N,CUST0054
DOC002006,1,CAM-BG&-WP-135G,Green Peas Wasabi,2,2.24,5,4.48,4.26,2024-07-05,4.26,0.3,4.56,7%,1.0,Shopify,0,N,CUST0016
DOC002007,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.79,7,11.58,10.77,2024-12-01,10.77,0.75,11.52,7%,1.0,Lazada,0,N,CUST0136
DOC002008,1,CAM-C-R-135G,Roasted Cashews,1,4.82,14,4.82,4.15,2023-05-20,4.15,0.29,4.44,7%,1.0,Shopee,0,Y,CUST0141
DOC002009,1,CAM-P-R-135G,Roasted Peanuts,4,1.54,5,6.16,5.85,2023-12-20,5.85,0.41,6.26,7%,1.0,Shopify,0,N,CUST0131
DOC002010,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,5,27.67,15,138.35,117.6,2023-12-28,117.6,8.23,125.83,7%,1.0,Shopee,0,Y,CUST0092
DOC002011,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.22,13,10.44,9.08,2024-12-13,9.08,0.64,9.72,7%,1.0,Shopee,1,Y,CUST0062
DOC002012,1,CAM-MN-FM-135G,Fancy Mixed Nuts,2,5.74,15,11.48,9.76,2023-11-08,9.76,0.68,10.44,7%,1.0,Shopee,1,Y,CUST0046
DOC002013,1,CAM-C-H-135G,Honey Cashews,4,5.0,1,20.0,19.8,2023-09-20,19.8,1.39,21.19,7%,1.0,Shopify,0,N,CUST0047
DOC002014,1,CAM-C-R-135G,Roasted Cashews,4,4.61,1,18.44,18.26,2023-11-25,18.26,1.28,19.54,7%,1.0,Shopify,0,N,CUST0017
DOC002015,1,CAM-C-R-135G,Roasted Cashews,5,4.97,15,24.85,21.12,2023-05-26,21.12,1.48,22.6,7%,1.0,Shopee,0,Y,CUST0096
DOC002016,1,CAM-MN-CM-135G,Natural Cocktail Mix,7,5.07,9,35.49,32.3,2023-11-22,32.3,2.26,34.56,7%,1.0,Lazada,0,N,CUST0200
DOC002017,1,CAM-A-NB-36G,Natural Baked Almonds Mini 36g,4,1.54,14,6.16,5.3,2024-07-20,5.3,0.37,5.67,7%,1.0,Shopee,0,Y,CUST0069
DOC002018,1,CAM-A-H-135G,Honey Almonds,4,4.95,12,19.8,17.42,2023-11-20,17.42,1.22,18.64,7%,1.0,Shopee,1,Y,CUST0013
DOC002019,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,4,29.69,9,118.76,108.07,2023-02-14,108.07,7.56,115.63,7%,1.0,Lazada,0,N,CUST0128
DOC002020,1,CAM-C-R-1KG,Roasted Cashews 1kg,4,25.26,12,101.04,88.92,2023-03-07,88.92,6.22,95.14,7%,1.0,Shopee,0,Y,CUST0027
DOC002021,1,CAM-P-A-135G,Peanut Anchovies,1,2.02,3,2.02,1.96,2024-01-31,1.96,0.14,2.1,7%,1.0,Shopify,0,N,CUST0132
DOC002022,1,CAM-C-H-1KG,Honey Cashews 1kg,5,25.25,11,126.25,112.36,2023-10-15,112.36,7.87,120.23,7%,1.0,Shopee,0,Y,CUST0006
DOC002023,1,CAM-NB-WB-350G,Camel Organic Walnut Butter,2,9.82,7,19.64,18.27,2024-02-16,18.27,1.28,19.55,7%,1.0,Shopify,0,N,CUST0158
DOC002024,1,CAM-A-H-135G,Honey Almonds,1,5.34,5,5.34,5.07,2023-03-14,5.07,0.35,5.42,7%,1.0,Lazada,0,N,CUST0160
DOC002025,1,CAM-A-NB-36G,Natural Baked Almonds Mini 36g,5,1.47,6,7.35,6.91,2023-10-18,6.91,0.48,7.39,7%,1.0,Lazada,0,N,CUST0034
DOC002026,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,1,5.87,11,5.87,5.22,2024-12-04,5.22,0.37,5.59,7%,1.0,Shopify,0,Y,CUST0146
DOC002027,1,CAM-C-H-135G,Honey Cashews,2,5.09,13,10.18,8.86,2023-01-21,8.86,0.62,9.48,7%,1.0,Shopee,1,Y,CUST0152
DOC002028,1,CAM-P-S-135G,Sugar Peanuts,1,1.71,6,1.71,1.61,2024-08-16,1.61,0.11,1.72,7%,1.0,Lazada,0,N,CUST0142
DOC002029,1,CAM-C-H-1KG,Honey Cashews 1kg,2,27.1,15,54.2,46.07,2024-10-08,46.07,3.22,49.29,7%,1.0,Shopee,0,Y,CUST0188
DOC002030,1,CAM-C-NB-135G,Natural Baked Cashews,4,4.78,15,19.12,16.25,2024-01-20,16.25,1.14,17.39,7%,1.0,Shopify,0,Y,CUST0150
DOC002031,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.64,14,4.92,4.23,2024-08-16,4.23,0.3,4.53,7%,1.0,Shopee,0,Y,CUST0087
DOC002032,1,CAM-C-NB-135G,Natural Baked Cashews,2,5.03,10,10.06,9.05,2024-03-26,9.05,0.63,9.68,7%,1.0,Lazada,0,Y,CUST0171
DOC002033,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,3,26.24,1,78.72,77.93,2023-03-05,77.93,5.46,83.39,7%,1.0,Shopify,0,N,CUST0147
DOC002034,1,CAM-P-S-135G,Sugar Peanuts,12,1.59,13,19.08,16.6,2024-01-11,16.6,1.16,17.76,7%,1.0,Shopee,0,Y,CUST0147
DOC002035,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.39,1,2.78,2.75,2023-03-25,2.75,0.19,2.94,7%,1.0,Shopify,0,N,CUST0158
DOC002036,1,CAM-C-NB-135G,Natural Baked Cashews,2,4.64,12,9.28,8.17,2023-01-28,8.17,0.57,8.74,7%,1.0,Shopify,0,Y,CUST0053
DOC002037,1,CAM-C-NB-135G,Natural Baked Cashews,6,5.13,12,30.78,27.09,2023-06-06,27.09,1.9,28.99,7%,1.0,Shopee,0,Y,CUST0008
DOC002038,1,CAM-MN-CM-135G,Natural Cocktail Mix,9,5.72,6,51.48,48.39,2024-02-09,48.39,3.39,51.78,7%,1.0,Lazada,1,N,CUST0057
DOC002039,1,CAM-C-NB-135G,Natural Baked Cashews,2,4.87,15,9.74,8.28,2023-09-29,8.28,0.58,8.86,7%,1.0,Shopee,1,Y,CUST0035
DOC002040,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,5,10.04,4,50.2,48.19,2023-05-20,48.19,3.37,51.56,7%,1.0,Shopify,0,N,CUST0092
DOC002041,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.75,13,11.5,10.0,2023-11-07,10.0,0.7,10.7,7%,1.0,Shopee,0,Y,CUST0096
DOC002042,1,CAM-A-S-1KG,Smoked Almonds 1kg,2,23.02,5,46.04,43.74,2023-04-29,43.74,3.06,46.8,7%,1.0,Shopify,0,N,CUST0079
DOC002043,1,CAM-A-H-135G,Honey Almonds,1,5.54,12,5.54,4.88,2023-03-25,4.88,0.34,5.22,7%,1.0,Shopee,0,Y,CUST0067
DOC002044,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.07,6,10.14,9.53,2023-11-01,9.53,0.67,10.2,7%,1.0,Lazada,0,N,CUST0092
DOC002045,1,CAM-A-H-36G,Honey Almonds Mini 36g,4,1.63,5,6.52,6.19,2023-01-12,6.19,0.43,6.62,7%,1.0,Shopify,0,N,CUST0090
DOC002046,1,CAM-DF&-C-200G,Dried Cranberries,2,5.0,13,10.0,8.7,2024-04-30,8.7,0.61,9.31,7%,1.0,Shopee,0,Y,CUST0185
DOC002047,1,CAM-P-R-135G,Roasted Peanuts,3,1.74,10,5.22,4.7,2024-02-21,4.7,0.33,5.03,7%,1.0,Lazada,0,Y,CUST0124
DOC002048,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.51,13,3.02,2.63,2024-04-03,2.63,0.18,2.81,7%,1.0,Shopee,0,Y,CUST0028
DOC002049,1,CAM-C-H-1KG,Honey Cashews 1kg,4,29.1,0,116.4,116.4,2024-07-19,116.4,8.15,124.55,7%,1.0,Shopify,0,N,CUST0024
DOC002050,1,CAM-DF&-M-200G,Dried Mango,5,4.68,8,23.4,21.53,2023-06-22,21.53,1.51,23.04,7%,1.0,Lazada,0,N,CUST0197
DOC002051,1,CAM-DF&-M-200G,Dried Mango,3,4.49,10,13.47,12.12,2024-09-27,12.12,0.85,12.97,7%,1.0,Shopee,0,Y,CUST0058
DOC002052,1,CAM-C-NB-135G,Natural Baked Cashews,8,5.42,13,43.36,37.72,2023-09-22,37.72,2.64,40.36,7%,1.0,Shopee,0,Y,CUST0014
DOC002053,1,CAM-P-S-135G,Shandong Groundnuts,3,1.84,10,5.52,4.97,2023-10-06,4.97,0.35,5.32,7%,1.0,Lazada,0,Y,CUST0066
DOC002054,1,CAM-C-H-135G,Honey Cashews,3,5.25,12,15.75,13.86,2024-08-31,13.86,0.97,14.83,7%,1.0,Shopee,0,Y,CUST0170
DOC002055,1,CAM-C-R-135G,Roasted Cashews,4,5.26,15,21.04,17.88,2024-05-10,17.88,1.25,19.13,7%,1.0,Shopee,0,Y,CUST0188
DOC002056,1,CAM-C-H-135G,Honey Cashews,1,4.87,3,4.87,4.72,2024-07-16,4.72,0.33,5.05,7%,1.0,Shopify,0,N,CUST0048
DOC002057,1,CAM-C-H-135G,Honey Cashews,3,5.31,6,15.93,14.97,2024-03-10,14.97,1.05,16.02,7%,1.0,Lazada,0,N,CUST0050
DOC002058,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.62,12,16.86,14.84,2023-11-05,14.84,1.04,15.88,7%,1.0,Shopee,0,Y,CUST0042
DOC002059,1,CAM-C-H-135G,Honey Cashews,5,5.53,15,27.65,23.5,2024-01-17,23.5,1.65,25.15,7%,1.0,Shopee,0,Y,CUST0034
DOC002060,1,CAM-A-H-135G,Honey Almonds,2,5.32,10,10.64,9.58,2024-01-05,9.58,0.67,10.25,7%,1.0,Lazada,1,Y,CUST0145
DOC002061,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,1,29.54,11,29.54,26.29,2023-04-19,26.29,1.84,28.13,7%,1.0,Shopee,0,Y,CUST0080
DOC002062,1,CAM-NB-WB-350G,Camel Organic Walnut Butter,4,10.89,7,43.56,40.51,2024-06-25,40.51,2.84,43.35,7%,1.0,Lazada,0,N,CUST0037
DOC002063,1,CAM-C-S-1KG,Satay Cashews 1kg,5,27.77,4,138.85,133.3,2024-05-02,133.3,9.33,142.63,7%,1.0,Shopify,0,N,CUST0084
DOC002064,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.52,1,4.56,4.51,2023-11-09,4.51,0.32,4.83,7%,1.0,Shopify,0,N,CUST0093
DOC002065,1,CAM-MN-CM-135G,Natural Cocktail Mix,6,5.5,0,33.0,33.0,2024-12-01,33.0,2.31,35.31,7%,1.0,Shopify,0,N,CUST0146
DOC002066,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,1,5.16,15,5.16,4.39,2023-11-12,4.39,0.31,4.7,7%,1.0,Shopify,0,Y,CUST0009
DOC002067,1,CAM-A-S-1KG,Smoked Almonds 1kg,1,20.39,10,20.39,18.35,2023-03-15,18.35,1.28,19.63,7%,1.0,Shopee,1,Y,CUST0001
DOC002068,1,CAM-MN-FM-135G,Fancy Mixed Nuts,1,5.38,11,5.38,4.79,2024-12-30,4.79,0.34,5.13,7%,1.0,Shopee,0,Y,CUST0056
DOC002069,1,CAM-C-NB-135G,Natural Baked Cashews,1,5.47,15,5.47,4.65,2024-07-30,4.65,0.33,4.98,7%,1.0,Shopee,0,Y,CUST0003
DOC002070,1,CAM-P-S-135G,Shandong Groundnuts,5,1.66,5,8.3,7.89,2024-02-07,7.89,0.55,8.44,7%,1.0,Shopify,0,N,CUST0199
DOC002071,1,CAM-C-S-135G,Satay Cashews,4,4.91,7,19.64,18.27,2024-02-20,18.27,1.28,19.55,7%,1.0,Shopify,0,N,CUST0100
DOC002072,1,CAM-DF&-C-200G,Dried Cranberries,1,5.26,9,5.26,4.79,2023-09-11,4.79,0.34,5.13,7%,1.0,Lazada,0,N,CUST0184
DOC002073,1,CAM-A-NB-135G,Natural Baked Almonds,4,5.29,2,21.16,20.74,2024-02-12,20.74,1.45,22.19,7%,1.0,Shopify,0,N,CUST0142
DOC002074,1,CAM-A-H-36G,Honey Almonds Mini 36g,1,1.45,5,1.45,1.38,2024-11-06,1.38,0.1,1.48,7%,1.0,Shopify,0,N,CUST0184
DOC002075,1,CAM-A-NB-36G,Natural Baked Almonds Mini 36g,2,1.36,13,2.72,2.37,2023-05-31,2.37,0.17,2.54,7%,1.0,Shopee,0,Y,CUST0108
DOC002076,1,CAM-C-NB-135G,Natural Baked Cashews,4,5.38,15,21.52,18.29,2023-04-01,18.29,1.28,19.57,7%,1.0,Shopee,0,Y,CUST0029
DOC002077,1,CAM-C-R-135G,Roasted Cashews,1,4.7,6,4.7,4.42,2024-08-11,4.42,0.31,4.73,7%,1.0,Lazada,0,N,CUST0071
DOC002078,1,CAM-C-H-135G,Honey Cashews,3,5.08,0,15.24,15.24,2024-04-18,15.24,1.07,16.31,7%,1.0,Shopify,0,N,CUST0124
DOC002079,1,CAM-C-H-1KG,Honey Cashews 1kg,2,27.57,1,55.14,54.59,2023-05-12,54.59,3.82,58.41,7%,1.0,Shopify,0,N,CUST0094
DOC002080,1,CAM-C-NB-135G,Natural Baked Cashews,5,4.84,10,24.2,21.78,2024-04-11,21.78,1.52,23.3,7%,1.0,Lazada,0,Y,CUST0195
DOC002081,1,CAM-P-B-1KG,Baked Pistachios 1kg,2,27.38,10,54.76,49.28,2024-05-24,49.28,3.45,52.73,7%,1.0,Lazada,0,Y,CUST0045
DOC002082,1,CAM-C-NB-135G,Natural Baked Cashews,2,5.38,4,10.76,10.33,2023-08-14,10.33,0.72,11.05,7%,1.0,Shopify,0,N,CUST0175
DOC002083,1,CAM-A-H-36G,Honey Almonds Mini 36g,1,1.46,10,1.46,1.31,2023-09-05,1.31,0.09,1.4,7%,1.0,Shopee,0,Y,CUST0083
DOC002084,1,CAM-C-NB-135G,Natural Baked Cashews,7,5.03,4,35.21,33.8,2023-03-22,33.8,2.37,36.17,7%,1.0,Shopify,0,N,CUST0165
DOC002085,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,27.01,9,81.03,73.74,2024-01-28,73.74,5.16,78.9,7%,1.0,Shopify,0,N,CUST0171
DOC002086,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,26.05,14,52.1,44.81,2024-03-18,44.81,3.14,47.95,7%,1.0,Shopee,1,Y,CUST0008
DOC002087,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,24.49,7,48.98,45.55,2024-01-27,45.55,3.19,48.74,7%,1.0,Lazada,0,N,CUST0153
DOC002088,1,CAM-C-H-1KG,Honey Cashews 1kg,2,28.53,10,57.06,51.35,2023-08-10,51.35,3.59,54.94,7%,1.0,Shopee,0,Y,CUST0111
DOC002089,1,CAM-A-S-1KG,Smoked Almonds 1kg,1,22.54,7,22.54,20.96,2023-12-28,20.96,1.47,22.43,7%,1.0,Lazada,0,N,CUST0084
DOC002090,1,CAM-NB-AB-350G,Camel Organic Almond Butter,3,9.5,2,28.5,27.93,2023-09-29,27.93,1.96,29.89,7%,1.0,Shopify,0,N,CUST0130
DOC002091,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.85,9,11.7,10.65,2023-10-03,10.65,0.75,11.4,7%,1.0,Lazada,0,N,CUST0006
DOC002092,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.65,5,11.3,10.74,2023-12-05,10.74,0.75,11.49,7%,1.0,Lazada,0,N,CUST0009
DOC002093,1,CAM-A-H-135G,Honey Almonds,4,5.05,8,20.2,18.58,2023-11-21,18.58,1.3,19.88,7%,1.0,Lazada,0,N,CUST0061
DOC002094,1,CAM-P-B-135G,Baked Pistachios,2,5.46,5,10.92,10.37,2023-09-29,10.37,0.73,11.1,7%,1.0,Lazada,0,N,CUST0180
DOC002095,1,CAM-P-C-135G,Cracker Peanuts,2,1.6,11,3.2,2.85,2023-11-23,2.85,0.2,3.05,7%,1.0,Shopee,0,Y,CUST0085
DOC002096,1,CAM-C-R-135G,Roasted Cashews,1,4.81,9,4.81,4.38,2023-02-08,4.38,0.31,4.69,7%,1.0,Lazada,0,N,CUST0139
DOC002097,1,CAM-A-H-135G,Honey Almonds,2,5.39,15,10.78,9.16,2023-05-25,9.16,0.64,9.8,7%,1.0,Shopee,0,Y,CUST0005
DOC002098,1,CAM-C-H-135G,Honey Cashews,2,5.4,6,10.8,10.15,2024-12-31,10.15,0.71,10.86,7%,1.0,Lazada,0,N,CUST0139
DOC002099,1,CAM-P-S-135G,Sugar Peanuts,1,1.45,7,1.45,1.35,2024-03-02,1.35,0.09,1.44,7%,1.0,Lazada,0,N,CUST0001
DOC002100,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,2,9.68,15,19.36,16.46,2023-12-18,16.46,1.15,17.61,7%,1.0,Shopee,1,Y,CUST0178
DOC002101,1,CAM-C-R-135G,Roasted Cashews,2,5.32,7,10.64,9.9,2023-01-11,9.9,0.69,10.59,7%,1.0,Lazada,0,N,CUST0136
DOC002102,1,CAM-A-S-1KG,Smoked Almonds 1kg,4,23.34,12,93.36,82.16,2023-04-09,82.16,5.75,87.91,7%,1.0,Shopee,1,Y,CUST0029
DOC002103,1,CAM-A-H-36G,Honey Almonds Mini 36g,4,1.55,1,6.2,6.14,2023-01-19,6.14,0.43,6.57,7%,1.0,Shopify,0,N,CUST0076
DOC002104,1,CAM-C-NB-135G,Natural Baked Cashews,2,5.36,15,10.72,9.11,2023-08-17,9.11,0.64,9.75,7%,1.0,Shopee,0,Y,CUST0167
DOC002105,1,CAM-C-R-1KG,Roasted Cashews 1kg,4,28.71,1,114.84,113.69,2024-03-14,113.69,7.96,121.65,7%,1.0,Shopify,0,N,CUST0040
DOC002106,1,CAM-C-R-1KG,Roasted Cashews 1kg,2,25.59,1,51.18,50.67,2024-01-28,50.67,3.55,54.22,7%,1.0,Shopify,0,N,CUST0129
DOC002107,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,28.53,15,57.06,48.5,2023-01-10,48.5,3.4,51.9,7%,1.0,Shopee,0,Y,CUST0044
DOC002108,1,CAM-A-R-1KG,Raw Almonds 1kg,3,24.01,15,72.03,61.23,2024-02-17,61.23,4.29,65.52,7%,1.0,Shopee,0,Y,CUST0141
DOC002109,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.77,8,51.54,47.42,2023-01-11,47.42,3.32,50.74,7%,1.0,Lazada,0,N,CUST0139
DOC002110,1,CAM-P-B-1KG,Baked Pistachios 1kg,1,29.56,5,29.56,28.08,2023-03-29,28.08,1.97,30.05,7%,1.0,Lazada,0,N,CUST0144
DOC002111,1,CAM-P-S-135G,Sugar Peanuts,1,1.53,1,1.53,1.51,2023-04-05,1.51,0.11,1.62,7%,1.0,Shopify,0,N,CUST0091
DOC002112,1,CAM-A-R-1KG,Raw Almonds 1kg,4,20.0,5,80.0,76.0,2024-10-24,76.0,5.32,81.32,7%,1.0,Lazada,0,N,CUST0120
DOC002113,1,CAM-C-NB-135G,Natural Baked Cashews,1,4.99,12,4.99,4.39,2023-05-14,4.39,0.31,4.7,7%,1.0,Shopee,0,Y,CUST0165
DOC002114,1,CAM-C-NB-135G,Natural Baked Cashews,4,5.15,7,20.6,19.16,2024-10-30,19.16,1.34,20.5,7%,1.0,Lazada,0,N,CUST0107
DOC002115,1,CAM-C-R-1KG,Roasted Cashews 1kg,1,27.48,10,27.48,24.73,2024-02-07,24.73,1.73,26.46,7%,1.0,Shopee,1,Y,CUST0156
DOC002116,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,6,25.45,0,152.7,152.7,2024-04-09,152.7,10.69,163.39,7%,1.0,Shopify,0,N,CUST0175
DOC002117,1,CAM-C-R-135G,Roasted Cashews,7,5.34,12,37.38,32.89,2024-01-25,32.89,2.3,35.19,7%,1.0,Shopify,0,Y,CUST0104
DOC002118,1,CAM-P-A-135G,Peanut Anchovies,3,1.78,8,5.34,4.91,2024-02-29,4.91,0.34,5.25,7%,1.0,Lazada,0,N,CUST0048
DOC002119,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,7,4.95,12,34.65,30.49,2023-02-04,30.49,2.13,32.62,7%,1.0,Shopee,0,Y,CUST0002
DOC002120,1,CAM-C-NB-135G,Natural Baked Cashews,3,5.31,11,15.93,14.18,2023-11-22,14.18,0.99,15.17,7%,1.0,Lazada,0,Y,CUST0069
DOC002121,1,CAM-A-BS-1KG,Almonds Blanched Sliced 1kg,3,21.58,13,64.74,56.32,2023-07-24,56.32,3.94,60.26,7%,1.0,Shopee,0,Y,CUST0091
DOC002122,1,CAM-C-H-135G,Honey Cashews,7,4.69,2,32.83,32.17,2024-06-06,32.17,2.25,34.42,7%,1.0,Shopify,0,N,CUST0048
DOC002123,1,CAM-P-S-135G,Shandong Groundnuts,4,1.68,2,6.72,6.59,2023-02-04,6.59,0.46,7.05,7%,1.0,Shopify,0,N,CUST0037
DOC002124,1,CAM-C-S-135G,Satay Cashews,1,5.06,10,5.06,4.55,2024-08-04,4.55,0.32,4.87,7%,1.0,Shopee,1,Y,CUST0084
DOC002125,1,CAM-C-H-1KG,Honey Cashews 1kg,2,26.83,15,53.66,45.61,2023-02-04,45.61,3.19,48.8,7%,1.0,Shopee,0,Y,CUST0112
DOC002126,1,CAM-C-H-135G,Honey Cashews,1,5.03,4,5.03,4.83,2023-10-26,4.83,0.34,5.17,7%,1.0,Shopify,0,N,CUST0111
